Account Name,City,Address,County State,Zip Code,Min of Latitude,Min of Longitude
FASTENAL,INDIANAPOLIS,3939 W 56th ST,Marion IN,46254,39.852036,-86.22844544
FASTENAL COMPANY,GREENSBURG,603 W MAIN STREET,Decatur IN,47240,39.33644185,-85.49207233
FASTENAL COMPANY,INDIANAPOLIS,5851 N GUION RD,Marion IN,46254,,
FASTENAL COMPANY,SEYMOUR,722 E TIPTON ST,Jackson IN,47274,38.95804055,-85.87909045
FAURECIA,COLUMBUS,830 W 450S,Bartholomew IN,47201,,
FAURECIA USA HOLDINGS,COLUMBUS,601 S GLADSTONE AVENUE,Bartholomew IN,47201,39.189851,-85.893478
FCA,KOKOMO,3660 N US 31,Howard IN,46901,,
FCA MANUFACTURING CO.,LAFAYETTE,3517 CROUCH ST,Tippecanoe IN,47905,40.4234385,-86.85335106
FCA US   TIPTON 5317,TIPTON,5880 STATE RD 28,Tipton IN,46072,40.277369,-86.124431
FCA US KEP,KOKOMO,3360 N US 31,Howard IN,46901,,
FCA US TRANSMISSION,KOKOMO,2401 S REED RD,Howard IN,46902,40.45863739,-86.1101296
FEDERAL EXPRESS,INDIANAPOLIS,3825 HANNA CIRCLE,Marion IN,46241,39.71090385,-86.25603695
FEDERAL EXPRESS,INDIANAPOLIS,6648 S PERIMETER RD,Marion IN,46251,39.70966682,-86.28316005
FEDERAL EXPRESS,INDIANAPOLIS,7105 W MORRIS STREET,Marion IN,46241,39.749592,-86.28571
FEDERAL MOGUL,FRANKFORT,2845 W SR 28,Clinton IN,46041,,
FEDERER TRUCKING LLC,WOLCOTT,1777 NORTH 1100 WEST,White IN,47995,,
FEDEX,GREENWOOD,650 COMMERCE PKWY E DR,Johnson IN,46143,39.611054,-86.060039
FEDEX,GREENWOOD,700 COMMERCE PKWY WEST,Johnson IN,46143,39.608384,-86.067062
FEDEX GROUND,INDIANAPOLIS,4111 N PRODUCERS LANE,Marion IN,46218,,
FEDEX SUPPLY CHAIN,PLAINFIELD,1551 S PERRY RD,Hendricks IN,46168,39.680343,-86.355285
FELLERMAN FARMS,GREENFIELD,1266 N 525W,Hancock IN,46140,,
FERGUS FARMS LLC,ST. CHARLES,11153 MCKEOGHAN ROAD,Saginaw MI,48655,,
FERGUSON CONSTRUCTION CO. - INDIANA,GREENFIELD,7157 W 200N,Hancock IN,46140,39.815146,-85.934837
FERGUSON ENTERPRISES,INDIANAPOLIS,4110 N FRANKLIN ROAD,Marion IN,46226,39.83153755,-86.028792
FERGUSON ENTERPRISES,INDIANAPOLIS,6439 EAST 30TH STREET,Marion IN,46219,39.80820385,-86.05573174
FERN COMPANY,INDIANAPOLIS,1147 S WHITE RIV PK E DR,Marion IN,46225,39.752945,-86.172159
FERN COMPANY,NOBLESVILLE,2003 PLEASANT ST,Hamilton IN,46060,40.03821,-85.99947161
FERRELLGAS L.P.,LIBERTY,ONE LIBERTY PLAZA,Clay MO,64068,39.234854,-94.461802
FERRER MECHANICAL,GREENWOOD,1273 SOUTH GRAHAM ROAD,Johnson IN,46143,39.59577382,-86.06412268
FIELD HOUSE MANAGEMENT LLC,INDIANAPOLIS,125 S PENNSYLVANIA ST,Marion IN,46204,39.764771,-86.156257
FIELD HOUSE MANAGEMENT LLC,INDIANAPOLIS,321 S ALABAMA ST,Marion IN,46204,39.7621213,-86.1525916
FINISH LINE TECHNOLOGIES,COLUMBUS,4412 N LONG RD,Bartholomew IN,47201,39.245462,-85.937883
FINISH LINE TECHNOLOGIES,INDIANAPOLIS,3308 N MITTHOEFLER ROAD,Marion IN,46235,,
FINISH LINE TECHNOLOGIES,INDIANAPOLIS,9522 E 30TH STREET,Marion IN,46229,39.81158676,-85.99882942
FINISH LINE TECHNOLOGIES,MORGAN HILL,745 JARVIS DRIVE,Santa Clara CA,95037,37.147695,-121.649319
FINISH MASTER,INDIANAPOLIS,2726 RAND RD,Marion IN,46240,39.72250489,-86.25423866
FINISH MASTER,LAFAYETTE,2045 GREENBUSH,Tippecanoe IN,47904,40.43202188,-86.87345447
FIREHOUSE IMAGE CENTER,INDIANAPOLIS,1920 DR. MARTIN LUTHER KING ST,Marion IN,46202,39.79202985,-86.16906253
FIREHOUSE IMAGE CENTER,INDIANAPOLIS,2000 N ILLINOIS ST,Marion IN,46202,39.79337745,-86.15964401
FIREPLACE & GAS CENTER,ANDERSON,6442 DR MARTIN LUTHER KI,Madison IN,46013,,
FIRESTONE BUILDING PRODUCTS,FISHERS,9952 E 121ST ST,Hamilton IN,46037,39.96448089,-85.99080074
FIRESTONE BUILDINGG PRODUCTS,PLAINFIELD,2375 REEVES RD,Hendricks IN,46168,39.682105,-86.361502
FIRST METALS & PLASTICS,COLUMBUS,3805 JONESVILLE RD,Bartholomew IN,47201,39.164267,-85.926254
FIRST OPTION TRUCKING,MARION,3072 W DELPHI PIKE,Grant IN,46952,40.567008,-85.732697
FIRSTWAY EXPRESS INC,MARION,2410 W 8TH,Grant IN,46953,40.553707,-85.699316
FISCHER PROCESS INDUSTRIES,INDIANAPOLIS,7710 MOLLER ROAD,Marion IN,46268,,
FISCHER PROCESS INDUSTRIES,LOVELAND,155 COMMERCE ROAD,Clermont OH,45140,39.278798,-84.305011
FISHER CLINICAL SERVICES,INDIANAPOLIS,1223 W MORRIS ST,Marion IN,46221,39.75093095,-86.1834263
FITESA,TERRE HAUTE,3400-A FORT HARRISON RD,Vigo IN,47804,39.507488,-87.367727
FITESA INDIANA LLC,TERRE HAUTE,3400 FORT HARRISON ROAD,Vigo IN,47804,39.50654407,-87.36605404
FLAMBEAU INC,COLUMBUS,4325 MIDDLE ROAD,Bartholomew IN,47203,39.2482996,-85.89470721
FLANNER BUCHANAN - MONTCALM,INDIANAPOLIS,2020 MONTCALM STREET,Marion IN,46202,39.79398192,-86.18024263
FLEET TEAM INC,INDEPENDENCE,6155 ROCKSIDE ROAD,Cuyahoga OH,44131,41.39556252,-81.6471787
FLEETCO INC,LAFAYETTE,5374 E 450 S,Tippecanoe IN,47905,40.35285,-86.801968
FLEETWOOD CHEVROLET BUICK,GREENSBURG,950 N MICHIGAN AVENUE,Decatur IN,47240,39.34537151,-85.49596339
FLEXPRINT INTERMEDIATE LLC,FISHERS,10080 E 121ST STREET,Hamilton IN,46037,39.96450729,-85.98841755
FLIGHT SYSTEMS PRODU,CARLISLE,1015 HARRISBURG PIKE,Cumberland PA,17013,40.215981,-77.170605
FLIP FACTORY LLC,INDIANAPOLIS,5555 ELMWOOD AVE,Marion IN,46203,39.70533125,-86.07140777
FLOOR & DÉCOR,INDIANAPOLIS,8310 CASTLETON CORNER DR,Marion IN,46250,39.90848804,-86.07128462
FLOOR & DECOR #259,GREENWOOD,1049 N EMERSON AVE,Johnson IN,46143,39.63329279,-86.08259495
FLOORING AMERICA,SWITZ CITY,8037 W STATE RD 54,Greene IN,47465,39.03801,-87.091274
FLOORS TO YOUR HOME DIST CENTER,INDIANAPOLIS,6555 GUION RD,Marion IN,46268,39.87552625,-86.2303685
FLOW SOLUTIONS,MUNCIE,2600 S MADISON STREET,Delaware IN,47302,40.171033,-85.38155
FLUTES INC,INDIANAPOLIS,1102 W HANNA AVE,Marion IN,46217,39.70751088,-86.17974645
FLUTES INC,INDIANAPOLIS,8252 ZIONSVILLE ROAD,Marion IN,46268,39.9049089,-86.2614417
FLUTES INC,INDIANAPOLIS,8254 ZIONSVILLE RD,Marion IN,46268,39.9052115,-86.2622613
FORCE CONSTRUCTION,COLUMBUS,990 N NATIONAL RD,Bartholomew IN,47201,39.2085,-85.875118
FORD CREDIT,DALLAS,PO BOX 650575,Dallas TX,75265,,
FORD DISTRIBUTION CENTER,PLAINFIELD,2675 REEVES RD,Hendricks IN,46168,39.682856,-86.349346
FOREST PRODUCTS,FRANKFORT,901 BLINN AVE,Clinton IN,46041,40.284926,-86.531545
FORKLIFT EXCHANGE INC,FORT MYERS,6901 ALICO ROAD UNIT 1,Lee FL,33912,26.493497,-81.83866
FORKLIFT PRO INC,PINEVILLE,9801 INDUSTRIAL DR,Mecklenburg NC,28134,35.10141065,-80.88863075
FORT HARRISON WAREHOUSING,TERRE HAUTE,1554 GRAND AVENUE,Vigo IN,47804,39.49314529,-87.39190566
FORT HARRISON WAREHOUSING,TERRE HAUTE,3810 2ND PARKWAY,Vigo IN,47804,39.505183,-87.358677
FORWARD AIR,INDIANAPOLIS,6430 AIRWAY DR,Marion IN,46241,39.70903665,-86.27325801
FOSTER CONTRACTING LLC,INDIANAPOLIS,7560 W US 40,Marion IN,46229,,
FOUNDATION BLDG MATERIALS,INDIANAPOLIS,1477 SOUTH FRANKLIN,Marion IN,46239,39.75132255,-86.02525154
FOUNDATION BLDG MATERIALS,INDIANAPOLIS,4333 W 71st ST,Marion IN,46268,39.88132935,-86.23365081
FOUNDATION BLDG MATERIALS,KOKOMO,2101 N WEBSTER STREET,Howard IN,46901,40.50587715,-86.13679471
FOUNDATION BLDG MATERIALS,LAFAYETTE,3428 RASCAL DRIVE,Tippecanoe IN,47909,40.38504715,-86.85587642
FOWLING WAREHOUSE INDY,INDIANAPOLIS,1125 E BROOKSIDE AVENUE,Marion IN,46202,39.78129031,-86.13740465
FOXCONN,PLAINFIELD,1581 PERRY RD,Hendricks IN,46168,39.67733912,-86.35872202
FRADYS LAWN & LANDSCAPE,CUMBERLAND,7053 W US 40,Marion IN,46229,,
FRANCISCAN,LAFAYETTE,1701 S CREASY LANE,Tippecanoe IN,47905,40.39305073,-86.83827485
FRANK BRUNCKHORST CO LLC,NEW CASTLE,125 EAST CR 400S,Henry IN,47362,,
FRANK BRUNKHORST,NEW CASTLE,3995 BROOKS DR,Henry IN,47362,39.874169,-85.381619
FRANKLIN CENTRAL HIGH SCHOOL,INDIANAPOLIS,6215 S FRANKLIN ROAD,Marion IN,46259,39.6813898,-86.0147061
FRANKLIN SKATE CLUB,FRANKLIN,2680 N MORTON ST,Johnson IN,46131,39.51152569,-86.07223601
FRANKLIN TWP COMMUNITY SCHOOL CORP,INDIANAPOLIS,6141 S FRANKLIN RD,Marion IN,46259,39.6795869,-86.01851376
FRANKLIN WINDOW AND DOOR INC,INDIANAPOLIS,8010 WOODLAND DRIVE,Marion IN,46278,39.8985995,-86.2678481
FREEMAN EXPOSITIONS INC,INDIANAPOLIS,100 S CAPITOL AVE,Marion IN,46225,39.7619352,-86.16216374
FREEMAN/INDPLS CONV CENTE,INDIANAPOLIS,100 S CAPITOL AVE,Marion IN,46225,39.7619352,-86.16216374
FREIJE TREATMENT SYSTEM,FISHERS,9910 NORTH BY NORTHEAST BOULEV,Hamilton IN,46037,39.933801,-86.015819
FRESHREALM INC,INDIANAPOLIS,3120 N POST RD,Marion IN,46226,39.81376019,-86.00987096
FRESHREALM INC,SAN CLEMENTE,PO BOX 5317,Orange CA,92674,,
FRITO LAY,FRANKFORT,2611 WEST COUNTY RD NS,Clinton IN,46041,40.24844851,-86.5715201
FRITO LAY,WHITESTOWN,3124 PERRY BLVD,Boone IN,46075,39.970882,-86.409766
FRITO LAY INC,FRANKFORT,165 S COUNTY RD 300 W,Clinton IN,46041,40.27877819,-86.56213422
FRITO-LAY,WHITESTOWN,6040 COMMERCE DROVE,Boone IN,46075,39.952436,-86.371852
FRONTIER PAPER & PACKAGIN,INDIANAPOLIS,2000 EXECUTIVE DR,Marion IN,46241,39.73820835,-86.2554637
FUJIFILM NORTH AMERICA CORPORATION,INDIANAPOLIS,3131 N FRANKLIN ROAD,Marion IN,46226,39.81385966,-86.02666952
FULL BEAUTY BRANDS,INDIANAPOLIS,2300 SOUTHEASTERN AVENUE,Marion IN,46201,39.762097,-86.123785
FULL BEAUTY BRANDS,LAFAYETTE,5500 IN-38,Tippecanoe IN,47905,,
FULL BEAUTY BRANDS OPERATIONS LLC,PLAINFIELD,3003 REEVES ROAD,Hendricks IN,46168,39.685399,-86.340511
FUTURE ENVIRONMENTAL,INDIANAPOLIS,6331 E 30TH ST,Marion IN,46219,39.8100845,-86.05700355
FW WAREHOUSE,INDIANAPOLIS,221 S FRANKLIN ROAD,Marion IN,46219,39.76985445,-86.02114831
G UNIT CORE,EDINBURGH,1015 S WALNUT ST,Johnson IN,46124,39.34434489,-85.96531687
G&H ORTHODONTICS,FRANKLIN,40 LINVILLE WAY,Johnson IN,46131,39.510142,-86.053905
G&H ORTHODONTICS,FRANKLIN,551 EARLYWOOD DRIVE,Johnson IN,46131,39.52045886,-86.06967181
G&H ORTHODONTICS,GREENWOOD,PO BOX 248,Johnson IN,46142,,
GALENA HOLDINGS LLC,INDIANAPOLIS,5605 WEST 74TH STREET,Marion IN,46278,39.88732721,-86.26005188
GARAGE DOORS OF SOUTH CENTRAL INDIA,COLUMBUS,1685 N INDIANAPOLIS ROAD,Bartholomew IN,47201,39.215095,-85.930958
GARDA,INDIANAPOLIS,68 N GALE,Marion IN,46201,39.771655,-86.106985
GARDEN CITY IRON & METAL,COLUMBUS,5 KENMILL ST,Bartholomew IN,47201,39.183409,-85.92661
GARDNER GLASS,INDIANAPOLIS,1705 LAFAYETTE RD,Marion IN,46222,39.7893048,-86.1999867
GARED HOLDINGS LLC,NOBLESVILLE,9200 E 146th ST,Hamilton IN,46060,40.000844,-86.008611
GARED HOLDINGS LLC,NOBLESVILLE,9200 EAST 146th ST,Hamilton IN,46060,40.000844,-86.008611
GARTLAND FOUNDRY CO,TERRE HAUTE,330 GRANT ST,Vigo IN,47802,39.443137,-87.41343012
GARTLAND FOUNDRY CO,TERRE HAUTE,PO BOX 2008,Vigo IN,47802,,
GARZOLINI SERVICE CENTER,TERRE HAUTE,201 DEMOREST ST,Vigo IN,47803,39.44467741,-87.4181318
GATE GOURMET,INDIANAPOLIS,6620 PIERSON DR,Marion IN,46251,39.73978785,-86.27534523
GATX CORPORATION,TERRE HAUTE,4400 MAPLE AVE,Vigo IN,47804,39.49194852,-87.35541979
GAUGE TELEMATICS LLC,INDIANAPOLIS,57 GASOLINE ALLEY,Marion IN,46222,39.76854557,-86.234202
GE AVIATION,LAFAYETTE,3700 US HWY 52S,Tippecanoe IN,47909,40.362104,-86.821165
GE ENGINE SERVICES,TERRE HAUTE,3390 E LOCUST ST,Vigo IN,47803,,
GEIST NURSERY,FISHERS,9890 MOLLENKOPF,Hamilton IN,46037,39.9313541,-85.98093312
GEMCO,BROWNSBURG,9740 US HWY 136,Hendricks IN,46112,,
GEMCO,CARMEL,475 GRADLE DR,Hamilton IN,46032,39.96599883,-86.12809056
GEMCO,GREENFIELD,1321 OPPORTUNITY PARKWAY,Hancock IN,46140,39.822725,-85.791755
GEMCO,INDIANAPOLIS,6525 GUION ROAD,Marion IN,46268,39.874675,-86.23077762
GENERAL CABLE MARION,MARION,440 EAST 8TH ST,Grant IN,46953,40.55412618,-85.65586857
GENERAL MOTORS CORPORATION,MARION,2400 W 2ND STREET,Grant IN,46952,40.559796,-85.693231
GENERAL TRUCK SALES,PENDLETON,1160 COMMERCE DR,Madison IN,46064,39.991341,-85.852549
GENESIS AG LLC,CARLETON,5705 ROAD Z,Thayer NE,68326,40.33650631,-97.66123941
GENESIS PLASTICS WELDING INC,FORTVILLE,720 EAST BROADWAY STREET,Hancock IN,46040,39.93519033,-85.84122002
GEODIS LOGISTICS LLC,CLAYTON,1716 INNOVATION BLVD,Hendricks IN,46118,,
GEODIS LOGISTICS LLC,CLAYTON,9472 DISTRIBUTION DRIVE,Hendricks IN,46118,,
GEODIS LOGISTICS LLC,PLAINFIELD,1100 WHITAKER RD,Hendricks IN,46168,39.69530934,-86.34926185
GEODIS LOGISTICS LLC,PLAINFIELD,2425 E PERRY ROAD,Hendricks IN,46168,39.674655,-86.363771
GEO-FLO,BEDFORD,905 WILLIAMS PARK DR,Lawrence IN,47421,38.869974,-86.513734
"GEON Performance Solutions, LLC",TERRE HAUTE,3100 N 35TH ST,Vigo IN,47804,39.50653,-87.366698
GEORGE E BOOTH CO INC,,8180 COUNTRY CLUB PLACE,Marion IN,46214,39.78793042,-86.30545226
GEORGE E BOOTH CO INC,INDIANAPOLIS,1155 COUNTRY CLUB RD,Marion IN,46234,39.78068582,-86.30735717
GEORGE E BOOTH CO INC,INDIANAPOLIS,8202 W 10TH ST,Marion IN,46214,39.77906094,-86.30558939
GEORGE FERN COMPANY,INDIANAPOLIS,INDPLS CONVENTION CTR,Marion IN,46225,,
GEORGES FUN FOODS,INDIANAPOLIS,7300 TROY AVE,Marion IN,46239,,
GERALD'S WOODSHED,BLOOMINGTON,4175 SWARTZ RIDGE RD,Monroe IN,47401,39.11694842,-86.45005197
GES/INDPLS CONVENTION CTR,INDIANAPOLIS,100 S CAPITOL AVE,Marion IN,46225,39.7619352,-86.16216374
GEYER FIRE PROTECTION LLC,INDIANAPOLIS,6008 CORPORATE WAY,Marion IN,46278,39.87322609,-86.26504783
GI FLOORING,INDIANAPOLIS,8001 CASTLEWAY DRIVE,Marion IN,46250,39.9026951,-86.05372175
GIERKE ROBINSON,DAVENPORT,3865 W RIVER DRIVE,Scott IA,52802,41.50330252,-90.63522679
GILMORE SUPPLY CHAIN,INDIANAPOLIS,4310 N STOUT FIELD DR,Marion IN,46241,39.737423,-86.236293
GJI INC,INDIANAPOLIS,5797 ROCKVILLE ROAD,Marion IN,46224,39.76490559,-86.25992792
GLEN ELLYN STORAGE CORPORATION,CAROL STREAM,465 E FULLERTON AVENUE,DuPage IL,60188,41.9167226,-88.1095753
GLEN ELLYN STORAGE CORPORATION,GREENWOOD,2243 SOUTHTECH DRIVE,Johnson IN,46143,39.617923,-86.059812
GLENROCK,INDIANAPOLIS,4330 HULL ST,Marion IN,46226,39.8357104,-86.03369859
"GLOBAL EXP SPECIALISTS, INC. (GES)",LAS VEGAS,PO BOX 400160,Clark NV,89140,,
GLOBAL STORAGE SOLUTIONS,MCCORDSVILLE,13942 E 96TH STREET,Hancock IN,46055,39.928463,-85.91524
GOECKER BUILDING SUPPLY,NORTH VERNON,2885 N HIGHWAY 3,Jennings IN,47265,39.02738,-85.640964
GOECKER BUILDING SUPPLY,SEYMOUR,1800 S WALNUT ST,Jackson IN,47274,38.935845,-85.890072
GOLDEN MILE ENTERPRISE,INDIANAPOLIS,1702 S BELMONT,Marion IN,46221,39.74327,-86.197358
GOODMAN RECYCLING,BEDFORD,2120 DIXIE HIGHWAY,Lawrence IN,47421,38.789552,-86.506148
GOODWILL,INDIANAPOLIS,4105 N FRANKLIN RD,Marion IN,46226,39.83007488,-86.02689047
GOODWILL AIRPORT OUTLET,INDIANAPOLIS,6650 W WASHINGTON ST,Marion IN,46241,39.74500065,-86.27603971
GOODWILL- CLICK SIDE,INDIANAPOLIS,4105 N FRANKLIN ROAD,Marion IN,46226,39.83007488,-86.02689047
GOODWILL COMMERCIAL SERVI,INDIANAPOLIS,413 N TREMONT ST,Marion IN,46222,39.7734461,-86.20017463
GOODWILL COMMERCIAL SERVICES,INDIANAPOLIS,280 N BELMONT ST,Marion IN,46222,,
GOODWILL INDUSTRIES,CARMEL,1122 KEYSTONE WAY,Hamilton IN,46032,39.95873467,-86.11536535
GOODWILL INDUSTRIES,GREENWOOD,927 N EMERSON,Johnson IN,46143,39.630327,-86.079923
GOODWILL INDUSTRIES,INDIANAPOLIS,1635 W MICHIGAN ST,Marion IN,46222,39.77376655,-86.19169249
GOODWILL INDUSTRIES,INDIANAPOLIS,2900 N SHADELAND AVE,Marion IN,46219,39.8084981,-86.048409
GOODWILL INDUSTRIES STORE,INDIANAPOLIS,5640 W WASHINGTON ST,Marion IN,46241,39.75102174,-86.25642494
GOODWILL OF CENTRAL & SOU,BEDFORD,1221 JAMES AVE,Lawrence IN,47421,38.86707919,-86.51861723
GOODWILL OF CENTRAL & SOU,FLOYDS KNOB,810 HIGHLANDER POINT DRIVE,Floyd IN,47119,,
GOODWILL OF CENTRAL & SOU,INDIANAPOLIS,1520 E 86 TH ST,Marion IN,46240,,
GOODWILL OF CENTRAL & SOU,INDIANAPOLIS,8011 S. MERIDIAN ST.,Marion IN,46227,39.6512548,-86.157144
GOODWILL OF CENTRAL & SOU,INDIANAPOLIS,PO BOX 1006,Marion IN,46206,,
GOODWILL OF CENTRAL & SOU,LAFAYETTE,101 SHENANDOAH DRIVE,Tippecanoe IN,47905,40.41841247,-86.84585451
GOODWILL OF CENTRAL & SOU,NEW ALBANY,375 PROFESSIONAL COURT,Floyd IN,47150,38.3521293,-85.7932628
GOODWILL OF CENTRAL & SOU,NORTH VERNON,2260 STATE RD 7,Jennings IN,47265,39.019151,-85.644371
GOODWILL OF CENTRAL & SOU,PLAINFIELD,2806 AIRWEST BLVD,Hendricks IN,46168,39.6883686,-86.3456288
GOODWILL OF CENTRAL & SOU,PLAINFIELD,861 PERRY ROAD,Hendricks IN,46168,39.69703611,-86.35559905
GOODWILL OF CENTRAL & SOU,SALEM,400 S MAIN STREET,Washington IN,47167,38.602638,-86.100577
"GOODWILL OF SOUTHERN IN, INC.",INDIANAPOLIS,1635 W MICHIGAN ST,Marion IN,46222,39.77376655,-86.19169249
GOODWILL STORE,CLARKSVILLE,1212 APPLEGATE LN,Clark IN,47129,38.3098346,-85.7557756
GOSMAN CONSTRUCTION,NORTH VERNON,4300 N STATE HWY 7,Jennings IN,47265,39.048257,-85.677915
GOSMAN CONSTRUCTION,NORTH VERNON,PO BOX 859,Jennings IN,47265,,
GPK PRODUCTS INC,INDIANAPOLIS,9329 CASTLEGATE DR,Marion IN,46256,39.92349289,-86.02660092
GRACE COMMUNITY CHURCH,NOBLESVILLE,5504 E 146TH ST,Hamilton IN,46060,40.003287,-86.076479
GRACE FOODS,INDIANAPOLIS,2176 S SHELBY STREET,Marion IN,46203,39.738236,-86.140105
GRAHAM FEED COMPANY,TERRE HAUTE,200 VOORHEES,Vigo IN,47802,39.441157,-87.414905
GRAHAM FEED COMPANY,TERRE HAUTE,2612 S PRAIRIETON RD,Vigo IN,47802,39.437231,-87.425365
GRAHAM RAHAL PERFORMANCE,BROWNSBURG,499 SOUTHPOINT CIRCLE,Hendricks IN,46112,39.846213,-86.37959
GRAND INDUSTRIAL LLC,LOGANSPORT,PO BOX 748,Cass IN,46947,,
GRANITE CUSTOMS LLC,INDIANAPOLIS,2107 ADAMS STREET,Marion IN,46218,39.7968144,-86.10809255
GRASS LUVERS INC,COLUMBUS,3605 N NATIONAL RD,Bartholomew IN,47201,39.239044,-85.932886
GRAYSON THERMAL,FRANKLIN,980 HURRICANE RD,Johnson IN,46131,39.4929334,-86.0417581
GREAT DANE TRAILERS,BRAZIL,2664 EAST US HWY 40,Clay IN,47834,,
GREAT DANE TRAILERS,INDIANAPOLIS,4301 W BRADBURY AVE,Marion IN,46241,39.73073795,-86.2365912
GREAT DANE TRAILERS,TERRE HAUTE,1180 COLLEGE AVE,Clay IN,47834,39.45569596,-87.40128202
GREAT DANE TRAILERS,TERRE HAUTE,4949 N 13TH ST,Vigo IN,47805,39.52634714,-87.39792326
GREAT DANE TRAILERS,TERRE HAUTE,4949 N. 13TH ST,Vigo IN,47805,39.52634714,-87.39792326
GREAT DANE TRAILERS,TERRE HAUTE,4955 N 13TH ST,Vigo IN,47805,39.52644577,-87.39792437
GREAT DANE TRAILERS,TERRE HAUTE,4955 N 13TH STREET,Vigo IN,47805,39.52644577,-87.39792437
GREAT FERMENTATIONS OF IN,INDIANAPOLIS,5127 E 65th ST,Marion IN,46220,39.8755092,-86.0830648
GREAT LAKES ACE,PLAINFIELD,1800 E MAIN ST,Hendricks IN,46168,39.710531,-86.377079
GREAT LAKES ACE HARDWARE,FISHERS,11581 GEIST PAVILION DRIVE,Hamilton IN,46037,39.957373,-85.916833
GREAT LAKES ACE HARDWARE,GREENFIELD,1240 N STATE STREET,Hancock IN,46140,39.80017634,-85.76959101
GREATER INDIANAPOLIS,INDIANAPOLIS,2745 S HOFFMAN RD,Marion IN,46241,39.73027491,-86.30451318
GREATER LAFAYETTE PUBLIC TRANSPORTA,LAFAYETTE,1250 CANAL ROAD,Tippecanoe IN,47904,40.42885025,-86.89171502
GREDE LLC,NEW CASTLE,2700 E PLUM ST,Henry IN,47362,39.925119,-85.349671
GREEN ALTERNATIVES INC,FLORA,702 E COLUMBIA STREET,Carroll IN,46929,40.547294,-86.515012
GREEN CUBES,KOKOMO,2121 E BOULEVARD,Howard IN,46902,40.461134,-86.100863
GREEN CUBES,KOKOMO,4124 CARTWRIGHT DR,Howard IN,46902,40.4384408,-86.12278389
GREEN HILLS SEED LLC,EXIRA,609 8TH STREET,Audubon IA,50076,41.59841241,-94.88931305
GREEN RABBIT,BRAINTREE,135 LUNDQUIST DR,Norfolk MA,2184,42.20610385,-71.02849726
GREEN RABBIT,BROWNSBURG,1207 E NORTHFIELD DR,Hendricks IN,46112,39.8420565,-86.372781
GREEN RABBIT,LEBANON,5157 STATE RD 267,Boone IN,46052,39.965008,-86.397175
GREEN RABBIT,WHITESTOWN,5157 SR 267,Boone IN,46075,,
GREEN RABBIT,WHITESTOWN,5157 SR267,Boone IN,46075,,
GREEN WAVE COMPUTER RECYCLING,INDIANAPOLIS,6555 E 30TH STREET,Marion IN,46219,39.8109632,-86.05408192
GREENFIELD POWER & LIGHT,GREENFIELD,333 S FRANKLIN ST,Hancock IN,46140,39.78045446,-85.78378839
GREENLEAF INC,FONTANET,9490 N BALDWIN ST,Vigo IN,47851,39.580699,-87.247441
GREENSBURG SOY PROCESSORS,GREENSBURG,1015 W MAIN STREET,Decatur IN,47240,39.3364162,-85.4989919
GREENWOOD HIGH SCHOOL,GREENWOOD,615 W SMITH VALLEY ROAD,Johnson IN,46142,39.606124,-86.117347
GREGORY T BRAWNER,HANOVER,3649 S HANOVER SALUDA ROAD,Jefferson IN,47243,38.685392,-85.476976
GREINER BROTHERS,INDIANAPOLIS,6161 ENGLISH AVENUE,Marion IN,46219,39.76068015,-86.0603603
GREYSTONE CONCRETE,MOORESVILLE,1283 SOUTH OLD SR 67,Morgan IN,46158,,
GRINDLE EQUIPMENT,JONESBORO,8132 S WHEELING PIKE,Grant IN,46938,40.433538,-85.548707
GRIPP INCORPORATED,WESTFIELD,17322 WESTFIELD PARK ROAD,Hamilton IN,46074,40.039327,-86.138948
GT INDUSTRIES INC,NORTH VERNON,3765 N STATE HIGHWAY 3,Jennings IN,47265,39.040267,-85.642413
GTC,INDIANAPOLIS,3555 DEVELOPERS RD,Marion IN,46227,39.7150295,-86.12361024
GTX LLC,WESTPORT,701 E BENNETT STREET,Decatur IN,47283,39.17768081,-85.56843247
GTX LLC,WESTPORT,708 E MAIN STREET,Decatur IN,47283,39.17608557,-85.56805311
GUARDIAN BIKE COMPANY,SEYMOUR,2230 D AVENUE E,Jackson IN,47274,38.92853354,-85.90432773
GUARDIAN BIKE COMPANY,SEYMOUR,400 S AIRPORT ROAD,Jackson IN,47274,38.946303,-85.908008
GUARDIAN BREWING,MUNCIE,514 E JACKSON STREET,Delaware IN,47305,40.19281286,-85.38148786
GUARDIAN RELOCATION,INDIANAPOLIS,1113 S FRANKLIN RD,Marion IN,46239,39.753957,-86.02424654
GXO,PLAINFIELD,1380 PERRY RD,Hendricks IN,46168,39.68849379,-86.35613409
GXO,WHITESTOWN,5460 Industrial Court,Boone IN,46075,,
H & H ENTERPRISES,LAFAYETTE,3201 DONNA DR,Tippecanoe IN,47905,40.46887,-86.842224
H BETTI INDUSTRIES,LAFAYETTE,2331 BROTHERS DRIVE,Tippecanoe IN,47909,40.39392164,-86.86465478
H G METALS,INDIANAPOLIS,5402 MASSACHUSETTS  AVE,Marion IN,46218,39.81444249,-86.07639082
HABEGGER CORPORATION,INDIANAPOLIS,1435 BROOKVILLE WAY,Marion IN,46239,39.7502042,-86.04413904
HACHETTE BOOK GROUP,LEBANON,322 S ENTERPRISE BLVD,Boone IN,46052,40.034374,-86.490174
